frame,blit,drawSides,gBuffer,shading
471,2.32e-05,0.013735,0.0012912,0.00041008
472,2.144e-05,0.0137282,0.00129504,0.00042048
473,1.792e-05,0.0137218,0.0012912,0.00040976
474,1.76e-05,0.0137298,0.00129152,0.0004136
475,1.776e-05,0.0137282,0.0013,0.00041088
476,1.76e-05,0.0136784,0.00129392,0.0004184
477,1.776e-05,0.0136424,0.00128752,0.00041376
478,1.824e-05,0.0135467,0.00128832,0.0004144
479,1.84e-05,0.0135392,0.00127616,0.00041568
480,1.84e-05,0.0135934,0.00126416,0.00042272
481,1.84e-05,0.0136678,0.00124976,0.00042672
482,1.84e-05,0.0136272,0.00127408,0.0004288
483,1.952e-05,0.0134438,0.00132,0.0004248
484,2.464e-05,0.0133299,0.00136896,0.00042432
485,2.464e-05,0.0132717,0.00138928,0.00041984
486,2.416e-05,0.0132147,0.00138784,0.00042672
487,3.072e-05,0.0131832,0.00138224,0.00041936
488,3.008e-05,0.0131882,0.00138816,0.00041856
489,2.976e-05,0.0131774,0.00141008,0.00041952
490,2.912e-05,0.0131784,0.00142128,0.00042256
491,2.944e-05,0.0132114,0.00142016,0.00042112
492,2.944e-05,0.0132827,0.0014224,0.00042256
493,2.944e-05,0.0133461,0.00143744,0.00041616
494,3.008e-05,0.0133989,0.00144096,0.00042064
495,3.008e-05,0.0134262,0.00145104,0.00041664
496,3.056e-05,0.0134406,0.00144432,0.0004208
497,3.072e-05,0.0134579,0.00144432,0.00042048
498,3.024e-05,0.0134598,0.00145216,0.00042304
499,3.024e-05,0.0134792,0.00145776,0.00041888
500,3.04e-05,0.0135147,0.001464,0.00041552
501,3.024e-05,0.0135054,0.0014776,0.00041936
502,3.024e-05,0.0134539,0.00148176,0.00041696
503,3.072e-05,0.0134008,0.00149952,0.00042032
504,3.04e-05,0.0133419,0.00149744,0.00041792
505,2.544e-05,0.0132445,0.00151664,0.00042608
506,2.56e-05,0.013225,0.00151632,0.0004208
507,2.56e-05,0.0131992,0.00152048,0.00041952
508,2.544e-05,0.0131941,0.00152512,0.00042432
509,2.608e-05,0.0131957,0.00153936,0.00042416
510,2.656e-05,0.0132131,0.0015552,0.00042064
511,2.656e-05,0.0132226,0.00155936,0.00042112
512,2.656e-05,0.0132363,0.0015736,0.00042736
513,2.672e-05,0.0132421,0.00157376,0.00041904
514,2.64e-05,0.0132453,0.00157024,0.00042256
515,2.656e-05,0.0132434,0.00158496,0.0004208
516,2.672e-05,0.0132502,0.00158352,0.00042048
517,2.608e-05,0.0132587,0.00158208,0.00041968
